"X","Region","Risk","Outcome","PAF","Country","Risk.reduction.policy","Mortality.reduction.policy","Risk.reduction.tax","Mortality.reduction.tax","NCD.cause.grouping","NCD4","self_harm"
1549,"Low-middle SDI","Smoking","Lip and oral cavity cancer",0.295,"Cambodia",0.02,0.0059,0.95616,0.2820672,"Upper aerodigestive tract cancers","yes","no"
1550,"Low-middle SDI","Smoking","Liver cancer due to alcohol use",0.158,"Cambodia",0.02,0.00316,0.95616,0.15107328,"Liver cancer","yes","no"
1551,"Low-middle SDI","Smoking","Liver cancer due to hepatitis B",0.168,"Cambodia",0.02,0.00336,0.95616,0.16063488,"Liver cancer","yes","no"
1552,"Low-middle SDI","Smoking","Liver cancer due to hepatitis C",0.134,"Cambodia",0.02,0.00268,0.95616,0.12812544,"Liver cancer","yes","no"
1553,"Low-middle SDI","Smoking","Liver cancer due to other causes",0.171,"Cambodia",0.02,0.00342,0.95616,0.16350336,"Liver cancer","yes","no"
1554,"Low-middle SDI","Smoking","Lower respiratory infections",0.119,"Cambodia",0.02,0.00238,0.95616,0.11378304,NA,"no","no"
1555,"Low-middle SDI","Smoking","Nasopharynx cancer",0.372,"Cambodia",0.02,0.00744,0.95616,0.35569152,"Upper aerodigestive tract cancers","yes","no"
1556,"Low-middle SDI","Smoking","Esophageal cancer",0.292,"Cambodia",0.02,0.00584,0.95616,0.27919872,"Upper aerodigestive tract cancers","yes","no"
1557,"Low-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.122,"Cambodia",0.02,0.00244,0.95616,0.11665152,"All other cardiovascular diseases","yes","no"
1558,"Low-middle SDI","Smoking","Pancreatic cancer",0.117,"Cambodia",0.02,0.00234,0.95616,0.11187072,"All other cancers","yes","no"
1559,"Low-middle SDI","Smoking","Peptic ulcer disease",0.15,"Cambodia",0.02,0.003,0.95616,0.143424,"All other noncommunicable diseases","no","no"
1560,"Low-middle SDI","Smoking","Peripheral artery disease",0.118,"Cambodia",0.02,0.00236,0.95616,0.11282688,"All other cardiovascular diseases","no","no"
1561,"Low-middle SDI","Smoking","Prostate cancer",0.021,"Cambodia",0.02,0.00042,0.95616,0.02007936,"Prostate cancer","yes","no"
1562,"Low-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.811,"Cambodia",0.02,0.01622,0.95616,0.77544576,"Lung cancer","yes","no"
1563,"Low-middle SDI","Alcohol","Alcohol use disorders",1,"Cameroon",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1564,"Low-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Cameroon",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
1565,"Low-middle SDI","Alcohol","Assault by firearm",0.103,"Cameroon",0.269,0.027707,0.1225,0.0126175,NA,"no","no"
1566,"Low-middle SDI","Alcohol","Assault by sharp object",0.111,"Cameroon",0.269,0.029859,0.1225,0.0135975,NA,"no","no"
1567,"Low-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Cameroon",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1568,"Low-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.199,"Cameroon",0.269,0.053531,0.1225,0.0243775,NA,"no","no"
1569,"Low-middle SDI","Alcohol","Idiopathic epilepsy",0.112,"Cameroon",0.269,0.030128,0.1225,0.01372,"All other noncommunicable diseases","no","no"
1570,"Low-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.236,"Cameroon",0.269,0.063484,0.1225,0.02891,NA,"no","no"
1571,"Low-middle SDI","Alcohol","Intracerebral hemorrhage",0.112,"Cameroon",0.269,0.030128,0.1225,0.01372,"Haemorrhagic stroke","yes","no"
1572,"Low-middle SDI","Alcohol","Larynx cancer",0.151,"Cameroon",0.269,0.040619,0.1225,0.0184975,"Upper aerodigestive tract cancers","yes","no"
1573,"Low-middle SDI","Alcohol","Lip and oral cavity cancer",0.238,"Cameroon",0.269,0.064022,0.1225,0.029155,"Upper aerodigestive tract cancers","yes","no"
1574,"Low-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Cameroon",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
1575,"Low-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.201,"Cameroon",0.269,0.054069,0.1225,0.0246225,NA,"no","no"
1576,"Low-middle SDI","Alcohol","Nasopharynx cancer",0.321,"Cameroon",0.269,0.086349,0.1225,0.0393225,"Upper aerodigestive tract cancers","yes","no"
1577,"Low-middle SDI","Alcohol","Esophageal cancer",0.184,"Cameroon",0.269,0.049496,0.1225,0.02254,"Upper aerodigestive tract cancers","yes","no"
1578,"Low-middle SDI","Alcohol","Other pharynx cancer",0.304,"Cameroon",0.269,0.081776,0.1225,0.03724,"Upper aerodigestive tract cancers","yes","no"
1579,"Low-middle SDI","Alcohol","Pancreatitis",0.213,"Cameroon",0.269,0.057297,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
1580,"Low-middle SDI","Alcohol","Self-harm by firearm",0.106,"Cameroon",0.269,0.028514,0.1225,0.012985,"All other noncommunicable diseases","no","yes"
1581,"Low-middle SDI","Smoking","Aortic aneurysm",0.175,"Cameroon",0.0739,0.0129325,1,0.175,"All other cardiovascular diseases","yes","no"
1582,"Low-middle SDI","Smoking","Asthma",0.146,"Cameroon",0.0739,0.0107894,1,0.146,"Chronic respiratory diseases","yes","no"
1583,"Low-middle SDI","Smoking","Bladder cancer",0.18,"Cameroon",0.0739,0.013302,1,0.18,"All other cancers","yes","no"
1584,"Low-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.279,"Cameroon",0.0739,0.0206181,1,0.279,"Chronic respiratory diseases","yes","no"
1585,"Low-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.101,"Cameroon",0.0739,0.0074639,1,0.101,NA,"no","no"
1586,"Low-middle SDI","Smoking","Intracerebral hemorrhage",0.215,"Cameroon",0.0739,0.0158885,1,0.215,"Haemorrhagic stroke","yes","no"
1587,"Low-middle SDI","Smoking","Hypertensive heart disease",0.134,"Cameroon",0.0739,0.0099026,1,0.134,"All other cardiovascular diseases","yes","no"
1588,"Low-middle SDI","Smoking","Ischemic heart disease",0.173,"Cameroon",0.0739,0.0127847,1,0.173,"Ischaemic heart disease","yes","no"
1589,"Low-middle SDI","Smoking","Ischemic stroke",0.156,"Cameroon",0.0739,0.0115284,1,0.156,"Ischaemic stroke","yes","no"
1590,"Low-middle SDI","Smoking","Larynx cancer",0.5,"Cameroon",0.0739,0.03695,1,0.5,"Upper aerodigestive tract cancers","yes","no"
1591,"Low-middle SDI","Smoking","Lip and oral cavity cancer",0.295,"Cameroon",0.0739,0.0218005,1,0.295,"Upper aerodigestive tract cancers","yes","no"
1592,"Low-middle SDI","Smoking","Liver cancer due to alcohol use",0.158,"Cameroon",0.0739,0.0116762,1,0.158,"Liver cancer","yes","no"
1593,"Low-middle SDI","Smoking","Liver cancer due to hepatitis B",0.168,"Cameroon",0.0739,0.0124152,1,0.168,"Liver cancer","yes","no"
1594,"Low-middle SDI","Smoking","Liver cancer due to hepatitis C",0.134,"Cameroon",0.0739,0.0099026,1,0.134,"Liver cancer","yes","no"
1595,"Low-middle SDI","Smoking","Liver cancer due to other causes",0.171,"Cameroon",0.0739,0.0126369,1,0.171,"Liver cancer","yes","no"
1596,"Low-middle SDI","Smoking","Lower respiratory infections",0.119,"Cameroon",0.0739,0.0087941,1,0.119,NA,"no","no"
1597,"Low-middle SDI","Smoking","Nasopharynx cancer",0.372,"Cameroon",0.0739,0.0274908,1,0.372,"Upper aerodigestive tract cancers","yes","no"
1598,"Low-middle SDI","Smoking","Esophageal cancer",0.292,"Cameroon",0.0739,0.0215788,1,0.292,"Upper aerodigestive tract cancers","yes","no"
1599,"Low-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.122,"Cameroon",0.0739,0.0090158,1,0.122,"All other cardiovascular diseases","yes","no"
1600,"Low-middle SDI","Smoking","Pancreatic cancer",0.117,"Cameroon",0.0739,0.0086463,1,0.117,"All other cancers","yes","no"
1601,"Low-middle SDI","Smoking","Peptic ulcer disease",0.15,"Cameroon",0.0739,0.011085,1,0.15,"All other noncommunicable diseases","no","no"
1602,"Low-middle SDI","Smoking","Peripheral artery disease",0.118,"Cameroon",0.0739,0.0087202,1,0.118,"All other cardiovascular diseases","no","no"
1603,"Low-middle SDI","Smoking","Prostate cancer",0.021,"Cameroon",0.0739,0.0015519,1,0.021,"Prostate cancer","yes","no"
1604,"Low-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.811,"Cameroon",0.0739,0.0599329,1,0.811,"Lung cancer","yes","no"
1605,"High SDI","Alcohol","Alcohol use disorders",1,"Canada",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1606,"High SDI","Alcohol","Alcoholic cardiomyopathy",1,"Canada",0.269,0.269,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
1607,"High SDI","Alcohol","Assault by firearm",0.238,"Canada",0.269,0.064022,0.1225,0.029155,NA,"no","no"
1608,"High SDI","Alcohol","Assault by other means",0.184,"Canada",0.269,0.049496,0.1225,0.02254,NA,"no","no"
1609,"High SDI","Alcohol","Assault by sharp object",0.222,"Canada",0.269,0.059718,0.1225,0.027195,NA,"no","no"
1610,"High SDI","Alcohol","Atrial fibrillation and flutter",0.132,"Canada",0.269,0.035508,0.1225,0.01617,"All other cardiovascular diseases","yes","no"
1611,"High SDI","Alcohol","Breast cancer",0.192,"Canada",0.269,0.051648,0.1225,0.02352,"Breast cancer","yes","no"
1612,"High SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Canada",0.269,0.269,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1613,"High SDI","Alcohol","Colon and rectum cancer",0.163,"Canada",0.269,0.043847,0.1225,0.0199675,"Colon and rectum cancer","yes","no"
1614,"High SDI","Alcohol","Cyclist road injuries",0.202,"Canada",0.269,0.054338,0.1225,0.024745,"All other noncommunicable diseases","no","no"
1615,"High SDI","Alcohol","Drowning",0.105,"Canada",0.269,0.028245,0.1225,0.0128625,"All other noncommunicable diseases","no","no"
1616,"High SDI","Alcohol","Drug-susceptible tuberculosis",0.342,"Canada",0.269,0.091998,0.1225,0.041895,NA,"no","no"
1617,"High SDI","Alcohol","Idiopathic epilepsy",0.355,"Canada",0.269,0.095495,0.1225,0.0434875,"All other noncommunicable diseases","no","no"
1618,"High SDI","Alcohol","Extensively drug-resistant tuberculosis",0.414,"Canada",0.269,0.111366,0.1225,0.050715,NA,"no","no"
1619,"High SDI","Alcohol","Fire, heat, and hot substances",0.1,"Canada",0.269,0.0269,0.1225,0.01225,"All other noncommunicable diseases","no","no"
1620,"High SDI","Alcohol","Intracerebral hemorrhage",0.2,"Canada",0.269,0.0538,0.1225,0.0245,"Haemorrhagic stroke","yes","no"
1621,"High SDI","Alcohol","Hypertensive heart disease",0.222,"Canada",0.269,0.059718,0.1225,0.027195,"All other cardiovascular diseases","yes","no"
1622,"High SDI","Alcohol","Larynx cancer",0.376,"Canada",0.269,0.101144,0.1225,0.04606,"Upper aerodigestive tract cancers","yes","no"
1623,"High SDI","Alcohol","Lip and oral cavity cancer",0.538,"Canada",0.269,0.144722,0.1225,0.065905,"Upper aerodigestive tract cancers","yes","no"
1624,"High SDI","Alcohol","Liver cancer due to alcohol use",1,"Canada",0.269,0.269,0.1225,0.1225,"Liver cancer","yes","no"
1625,"High SDI","Alcohol","Motor vehicle road injuries",0.208,"Canada",0.269,0.055952,0.1225,0.02548,"All other noncommunicable diseases","no","no"
1626,"High SDI","Alcohol","Motorcyclist road injuries",0.221,"Canada",0.269,0.059449,0.1225,0.0270725,"All other noncommunicable diseases","no","no"
1627,"High SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.391,"Canada",0.269,0.105179,0.1225,0.0478975,NA,"no","no"
1628,"High SDI","Alcohol","Nasopharynx cancer",0.563,"Canada",0.269,0.151447,0.1225,0.0689675,"Upper aerodigestive tract cancers","yes","no"
1629,"High SDI","Alcohol","Esophageal cancer",0.385,"Canada",0.269,0.103565,0.1225,0.0471625,"Upper aerodigestive tract cancers","yes","no"
1630,"High SDI","Alcohol","Other pharynx cancer",0.601,"Canada",0.269,0.161669,0.1225,0.0736225,"Upper aerodigestive tract cancers","yes","no"
1631,"High SDI","Alcohol","Other road injuries",0.2,"Canada",0.269,0.0538,0.1225,0.0245,"All other noncommunicable diseases","no","no"
1632,"High SDI","Alcohol","Other transport injuries",0.217,"Canada",0.269,0.058373,0.1225,0.0265825,"All other noncommunicable diseases","no","no"
1633,"High SDI","Alcohol","Other unintentional injuries",0.132,"Canada",0.269,0.035508,0.1225,0.01617,"All other noncommunicable diseases","no","no"
1634,"High SDI","Alcohol","Pancreatitis",0.36,"Canada",0.269,0.09684,0.1225,0.0441,"All other noncommunicable diseases","no","no"
1635,"High SDI","Alcohol","Pedestrian road injuries",0.19,"Canada",0.269,0.05111,0.1225,0.023275,"All other noncommunicable diseases","no","no"
1636,"High SDI","Alcohol","Poisonings",0.111,"Canada",0.269,0.029859,0.1225,0.0135975,"All other noncommunicable diseases","no","no"
1637,"High SDI","Alcohol","Self-harm by firearm",0.29,"Canada",0.269,0.07801,0.1225,0.035525,"All other noncommunicable diseases","no","yes"
1638,"High SDI","Alcohol","Self-harm by other specified means",0.263,"Canada",0.269,0.070747,0.1225,0.0322175,"All other noncommunicable diseases","no","yes"
1639,"High SDI","Alcohol","Unintentional firearm injuries",0.115,"Canada",0.269,0.030935,0.1225,0.0140875,"All other noncommunicable diseases","no","no"
1640,"High SDI","Smoking","Acute lymphoid leukaemia",0.105,"Canada",0.0837,0.0087885,0.168768,0.01772064,"All other cancers","yes","no"
1641,"High SDI","Smoking","Acute myeloid leukaemia",0.133,"Canada",0.0837,0.0111321,0.168768,0.022446144,"All other cancers","yes","no"
1642,"High SDI","Smoking","All causes",0.149,"Canada",0.0837,0.0124713,0.168768,0.025146432,NA,"no","no"
1643,"High SDI","Smoking","Asthma",0.101,"Canada",0.0837,0.0084537,0.168768,0.017045568,"Chronic respiratory diseases","yes","no"
1644,"High SDI","Smoking","Bladder cancer",0.356,"Canada",0.0837,0.0297972,0.168768,0.060081408,"All other cancers","yes","no"
1645,"High SDI","Smoking","Cervical cancer",0.126,"Canada",0.0837,0.0105462,0.168768,0.021264768,"Cervix uteri cancer","yes","no"
1646,"High SDI","Smoking","Chronic lymphoid leukaemia",0.157,"Canada",0.0837,0.0131409,0.168768,0.026496576,"All other cancers","yes","no"
1647,"High SDI","Smoking","Chronic myeloid leukaemia",0.139,"Canada",0.0837,0.0116343,0.168768,0.023458752,"All other cancers","yes","no"
1648,"High SDI","Smoking","Chronic obstructive pulmonary disease",0.748,"Canada",0.0837,0.0626076,0.168768,0.126238464,"Chronic respiratory diseases","yes","no"
1649,"High SDI","Smoking","Intracerebral hemorrhage",0.119,"Canada",0.0837,0.0099603,0.168768,0.020083392,"Haemorrhagic stroke","yes","no"
1650,"High SDI","Smoking","Kidney cancer",0.21,"Canada",0.0837,0.017577,0.168768,0.03544128,"All other cancers","yes","no"
1651,"High SDI","Smoking","Larynx cancer",0.802,"Canada",0.0837,0.0671274,0.168768,0.135351936,"Upper aerodigestive tract cancers","yes","no"
1652,"High SDI","Smoking","Lip and oral cavity cancer",0.588,"Canada",0.0837,0.0492156,0.168768,0.099235584,"Upper aerodigestive tract cancers","yes","no"
1653,"High SDI","Smoking","Liver cancer due to alcohol use",0.235,"Canada",0.0837,0.0196695,0.168768,0.03966048,"Liver cancer","yes","no"
1654,"High SDI","Smoking","Liver cancer due to hepatitis B",0.197,"Canada",0.0837,0.0164889,0.168768,0.033247296,"Liver cancer","yes","no"
1655,"High SDI","Smoking","Liver cancer due to hepatitis C",0.183,"Canada",0.0837,0.0153171,0.168768,0.030884544,"Liver cancer","yes","no"
1656,"High SDI","Smoking","Liver cancer due to other causes",0.23,"Canada",0.0837,0.019251,0.168768,0.03881664,"Liver cancer","yes","no"
1657,"High SDI","Smoking","Lower respiratory infections",0.179,"Canada",0.0837,0.0149823,0.168768,0.030209472,NA,"no","no"
1658,"High SDI","Smoking","Nasopharynx cancer",0.588,"Canada",0.0837,0.0492156,0.168768,0.099235584,"Upper aerodigestive tract cancers","yes","no"
1659,"High SDI","Smoking","Esophageal cancer",0.556,"Canada",0.0837,0.0465372,0.168768,0.093835008,"Upper aerodigestive tract cancers","yes","no"
1660,"High SDI","Smoking","Other chronic respiratory diseases",0.221,"Canada",0.0837,0.0184977,0.168768,0.037297728,"Chronic respiratory diseases","yes","no"
1661,"High SDI","Smoking","Other leukaemia",0.137,"Canada",0.0837,0.0114669,0.168768,0.023121216,"All other cancers","yes","no"
1662,"High SDI","Smoking","Pancreatic cancer",0.237,"Canada",0.0837,0.0198369,0.168768,0.039998016,"All other cancers","yes","no"
1663,"High SDI","Smoking","Peptic ulcer disease",0.102,"Canada",0.0837,0.0085374,0.168768,0.017214336,"All other noncommunicable diseases","no","no"
1664,"High SDI","Smoking","Prostate cancer",0.065,"Canada",0.0837,0.0054405,0.168768,0.01096992,"Prostate cancer","yes","no"
1665,"High SDI","Smoking","Stomach cancer",0.139,"Canada",0.0837,0.0116343,0.168768,0.023458752,"Stomach cancer","yes","no"
1666,"High SDI","Smoking","Tracheal, bronchus, and lung cancer",0.799,"Canada",0.0837,0.0668763,0.168768,0.134845632,"Lung cancer","yes","no"
1667,"Low-middle SDI","Alcohol","Alcohol use disorders",1,"Cape Verde",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1668,"Low-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Cape Verde",0.1345,0.1345,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
1669,"Low-middle SDI","Alcohol","Assault by firearm",0.103,"Cape Verde",0.1345,0.0138535,0.1225,0.0126175,NA,"no","no"
1670,"Low-middle SDI","Alcohol","Assault by sharp object",0.111,"Cape Verde",0.1345,0.0149295,0.1225,0.0135975,NA,"no","no"
1671,"Low-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Cape Verde",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
1672,"Low-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.199,"Cape Verde",0.1345,0.0267655,0.1225,0.0243775,NA,"no","no"
1673,"Low-middle SDI","Alcohol","Idiopathic epilepsy",0.112,"Cape Verde",0.1345,0.015064,0.1225,0.01372,"All other noncommunicable diseases","no","no"
1674,"Low-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.236,"Cape Verde",0.1345,0.031742,0.1225,0.02891,NA,"no","no"
1675,"Low-middle SDI","Alcohol","Intracerebral hemorrhage",0.112,"Cape Verde",0.1345,0.015064,0.1225,0.01372,"Haemorrhagic stroke","yes","no"
1676,"Low-middle SDI","Alcohol","Larynx cancer",0.151,"Cape Verde",0.1345,0.0203095,0.1225,0.0184975,"Upper aerodigestive tract cancers","yes","no"
1677,"Low-middle SDI","Alcohol","Lip and oral cavity cancer",0.238,"Cape Verde",0.1345,0.032011,0.1225,0.029155,"Upper aerodigestive tract cancers","yes","no"
1678,"Low-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Cape Verde",0.1345,0.1345,0.1225,0.1225,"Liver cancer","yes","no"
1679,"Low-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.201,"Cape Verde",0.1345,0.0270345,0.1225,0.0246225,NA,"no","no"
1680,"Low-middle SDI","Alcohol","Nasopharynx cancer",0.321,"Cape Verde",0.1345,0.0431745,0.1225,0.0393225,"Upper aerodigestive tract cancers","yes","no"
1681,"Low-middle SDI","Alcohol","Esophageal cancer",0.184,"Cape Verde",0.1345,0.024748,0.1225,0.02254,"Upper aerodigestive tract cancers","yes","no"
1682,"Low-middle SDI","Alcohol","Other pharynx cancer",0.304,"Cape Verde",0.1345,0.040888,0.1225,0.03724,"Upper aerodigestive tract cancers","yes","no"
1683,"Low-middle SDI","Alcohol","Pancreatitis",0.213,"Cape Verde",0.1345,0.0286485,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
1684,"Low-middle SDI","Alcohol","Self-harm by firearm",0.106,"Cape Verde",0.1345,0.014257,0.1225,0.012985,"All other noncommunicable diseases","no","yes"
1685,"Low-middle SDI","Smoking","Aortic aneurysm",0.175,"Cape Verde",0.184493,0.032286275,0.982272,0.1718976,"All other cardiovascular diseases","yes","no"
1686,"Low-middle SDI","Smoking","Asthma",0.146,"Cape Verde",0.184493,0.026935978,0.982272,0.143411712,"Chronic respiratory diseases","yes","no"
1687,"Low-middle SDI","Smoking","Bladder cancer",0.18,"Cape Verde",0.184493,0.03320874,0.982272,0.17680896,"All other cancers","yes","no"
